DEFLECTION,PSF,compactness,number of room, average room area,occlusivity,visible area,mean radial
9.737357,25.524022,0.017925,2,438.02,4947.802632,333282.449201,309.783798
9.589945,28.315772,0.018228,2,437.42,4854.792485,334379.428964,310.461295
10.071276,26.591497,0.0177,3,281.293333,5013.376441,332602.797635,309.374284
9.982817,28.200287,0.018028,1,844.16,4910.045958,333255.852599,309.657159
10.690738,25.19089,0.018298,2,439.32,4816.494471,334180.769042,310.198506
9.116416,26.685464,0.018199,2,403.12,4851.992463,333664.740125,309.846805
9.326172,25.839115,0.018998,1,879.88,4642.320279,334361.630948,309.868246
9.62298,25.705057,0.017608,2,429.8,5050.564205,332888.789763,309.716557
10.136858,25.389573,0.018385,4,193.58,4801.370045,333744.831759,309.795974
11.099457,27.869004,0.018474,2,411.24,4785.830326,334570.47719,310.457605
8.922218,25.654605,0.018008,4,204.97,4933.340322,334039.949367,310.407346
9.108313,25.693667,0.018052,7,104.691429,4901.364648,333785.517053,310.070563
8.712423,26.637218,0.018014,4,204.68,4905.190137,333233.545653,309.627578
10.241548,25.151346,0.018413,3,258.573333,4801.16092,334585.678952,310.504027
8.694521,26.44265,0.017936,2,430.62,4955.650259,334039.647975,310.451774
9.110983,27.923888,0.018083,2,422.14,4901.003946,334256.919987,310.511799
10.412277,26.734955,0.018299,2,396.74,4850.453166,334417.572864,310.489375
10.081958,25.760958,0.018269,3,264.106667,4849.511218,333276.333373,309.508041
10.080564,26.409841,0.018225,2,450.1,4841.473588,334192.355278,310.270347
9.923609,26.814745,0.018248,1,878.4,4857.721664,333894.15084,310.035447
9.183618,25.4607,0.0185,3,255.773333,4775.324512,334858.897327,310.661804
9.798444,25.594645,0.017959,3,238.973333,4944.769407,332800.112012,309.330095
8.699535,26.28926,0.018161,3,292.893333,4873.732369,335067.590124,311.118106
9.655773,27.337249,0.01779,3,253.906667,4978.248355,333537.970801,310.074595
10.191399,26.873748,0.01793,5,162.2,4965.611073,334537.219945,310.93893
9.484895,24.586999,0.018046,5,138.68,4905.076033,332785.86801,309.221245
8.777827,24.884577,0.017604,3,274.466667,5051.469026,331909.860571,308.852819
8.415501,25.785127,0.018519,4,187.04,4758.483419,334739.355307,310.513338
9.441547,26.513333,0.018486,2,422.82,4779.271235,334623.712175,310.482022
8.805279,28.709615,0.01795,3,307.706667,4960.790524,334842.397896,311.179035
8.939959,27.935491,0.018519,1,818.4,4788.014037,334187.128094,310.121226
8.001092,25.579926,0.018784,2,381.34,4705.194851,334579.671281,310.217394
9.253753,27.62722,0.018028,1,866.04,4926.05412,334130.05337,310.456237
10.499581,24.785851,0.017836,3,255.773333,4962.45279,332865.087712,309.445553
9.565617,26.064344,0.018173,2,393.44,4890.751514,334033.451954,310.263869
10.270684,27.719119,0.018395,2,404.32,4810.676787,335239.961758,311.078382
10.071318,26.521167,0.018263,3,282.226667,4841.566049,333602.03897,309.757233
9.941277,28.241373,0.019145,2,407.22,4592.119472,335983.110642,311.139594
8.339829,26.108955,0.017403,4,228.13,5146.369917,331406.938824,308.673848
8.599676,27.705425,0.018226,2,423.72,4865.743545,334173.418757,310.315046
10.405382,25.594175,0.01784,4,195.19,4977.433463,333810.885697,310.290732
10.211967,26.807086,0.017965,2,412.84,4925.73877,334084.912008,310.417954
9.008361,25.274891,0.018088,2,383.44,4884.183658,333118.610984,309.45736
9.842361,25.642064,0.018258,7,109.011429,4849.181766,334183.311639,310.247606
9.464079,25.184219,0.782906,1,871.8,4384.971057,333905.328913,276.434956
9.79665,27.229301,0.018182,2,388.84,4855.888849,334084.986183,310.2034
10.173839,28.621804,0.018412,1,854.84,4806.040385,334509.753107,310.483759
10.094108,26.047678,0.018927,2,423.54,4680.997543,335901.741736,311.342321
10.189468,26.440384,0.018394,5,164.184,4798.446454,333806.507841,309.829032
10.272887,27.224211,0.018678,4,193.49,4713.188591,335604.541546,311.163183
9.730234,26.630261,0.018451,4,200.94,4809.61521,334975.93474,310.854128
7.933206,24.859874,0.017875,1,852.84,4953.221475,333977.868113,310.396457
9.873168,24.194099,0.017739,3,257.506667,4974.148939,332867.72211,309.487715
10.193216,26.700251,0.018953,2,398.44,4641.167793,335229.841045,310.630623
10.254573,27.62986,0.018873,2,430.42,4670.194795,334878.93358,310.423029
7.620721,26.013255,0.018107,1,753.44,4880.994108,333635.046398,309.907524
10.611291,26.028226,0.018896,4,192.43,4682.08762,334179.432745,309.797296
9.895574,28.532738,0.018301,1,859.4,4825.747331,333995.144099,310.073869
8.514558,24.945833,0.018141,3,251.706667,4870.737783,333479.861548,309.713672
10.679804,26.090245,0.018708,4,202.34,4709.0729,335490.215042,311.046841
10.619972,25.922384,0.017989,1,898.2,4926.114449,333706.911922,310.076809
8.375856,26.334205,0.018273,4,197.79,4843.286379,334042.579567,310.137217
10.451129,27.606252,0.018069,4,202.99,4903.728382,334563.507928,310.770563
10.138273,27.424764,0.018522,2,435.4,4761.213379,334218.355626,310.103844
7.605603,25.565324,0.236309,3,270.226667,4284.557592,332768.092631,261.307241
9.775137,25.478278,0.018559,2,402.24,4768.493705,335291.887772,311.028756
9.649808,25.642882,0.018587,1,786.44,4754.324889,334500.512723,310.307031
9.29538,26.422449,0.018434,3,263.426667,4794.025229,333776.432437,309.795572
9.405055,26.222076,0.018367,3,271.84,4819.642446,333877.624041,309.93122
10.048682,27.442034,0.018367,2,415.22,4812.761054,334312.225866,310.299566
9.99677,27.810871,0.01864,2,402.34,4738.914236,335066.83069,310.747354
9.976367,26.206698,0.018014,3,285.106667,4936.517107,334015.317757,310.3907
9.262848,25.367934,0.01792,5,148.072,4953.871103,331929.123775,308.601973
8.793859,27.601187,0.018248,3,260.626667,4848.393317,335119.619605,311.108533
9.372487,26.305209,0.018937,2,428.32,4656.198502,335486.70544,310.879383
9.896459,26.464452,0.017792,1,879.6,4987.959358,333107.778906,309.738654
9.315953,26.515321,0.017984,5,148.12,4940.053746,333008.000127,309.517525
9.619938,26.196646,0.018325,3,261.306667,4826.400594,334242.800104,310.273289
10.068112,26.434599,0.018164,1,833,4861.280815,333342.27386,309.584252
9.841997,25.66468,0.01808,3,268.826667,4894.646981,332750.690718,309.159394
9.754018,26.016741,0.018406,5,152.312,4782.82309,333915.481996,309.879206
10.179038,26.269288,0.018206,3,270.226667,4859.197442,334102.19933,310.226469
10.229905,25.905866,0.018345,2,394.64,4810.722409,333854.908864,309.897006
10.097578,26.150115,0.018308,3,278.626667,4829.465564,334494.82977,310.523258
10.576357,26.059029,0.017788,2,407.22,4982.366004,332400.313652,309.087144
9.437933,25.944686,0.018308,4,184.39,4831.676235,334682.783328,310.65832
8.625601,25.638558,0.018474,4,197.23,4762.631296,335004.555014,310.776874
10.016123,27.827884,0.018669,2,412.04,4727.158869,335953.723073,311.461999
9.817701,27.749574,0.017638,4,209.79,5048.156161,332921.156771,309.750389
9.249801,24.700536,0.018654,1,861,4731.735166,334645.083696,310.35503
10.552722,26.095944,0.017968,1,848.44,4918.213496,334345.84235,310.610606
9.569212,26.0352,0.017971,4,182.18,4931.790567,333907.767275,310.271347
10.549709,26.568216,0.018251,5,163.192,4839.505247,334089.083704,310.151691
9.449124,26.397894,0.017938,3,273.173333,4934.35853,333473.037691,309.91745
10.478718,25.644687,0.018913,3,288.226667,4652.839654,336297.984863,311.572791
10.283471,26.447803,0.018271,2,389.14,4853.31636,333384.406812,309.600745
10.169788,26.07341,0.018168,4,192.64,4868.490418,333690.023336,309.895872
8.728397,27.775807,0.017805,5,169.88,4987.944648,332951.731501,309.60941
8.927023,27.368974,0.018182,3,269.226667,4870.696029,333365.978806,309.641195
9.693534,25.227096,0.018441,2,365.24,4779.333858,333533.938355,309.516555
10.096763,25.631427,0.017956,4,214.99,4925.01574,334177.533939,310.504178
9.249576,26.453184,0.018072,2,402.02,4898.051805,333369.814249,309.706331
9.619052,27.378784,0.018789,1,887.4,4684.872645,335615.621266,311.086428
9.749507,27.090215,0.018284,1,828.44,4822.935255,334802.952974,310.75526
10.132378,26.622858,0.018095,1,845.44,4885.942043,334545.335984,310.684768
9.291769,27.25732,0.01807,2,415.32,4907.75805,333514.696713,309.890722
9.916487,26.336649,0.018649,4,187.54,4740.34826,335233.455268,310.883717
8.355573,26.736661,0.018692,3,291.426667,4701.798919,334990.081593,310.583272
9.996846,27.16972,0.018574,3,260.36,4736.266858,335478.078545,311.123507
9.937382,27.7688,0.019015,2,434.82,4608.075569,335788.903233,311.027083
9.095486,24.742498,0.017649,3,254.306667,5033.423228,333262.759707,309.965527
7.939024,26.227758,0.018382,1,811.44,4812.425034,334639.150393,310.562935
9.806028,27.413454,0.018206,2,415.64,4849.107582,334734.80355,310.772394
7.894189,28.360906,0.018723,1,941.16,4714.860517,335581.783077,311.139527
9.019098,26.547071,0.018191,2,403.32,4865.364028,334217.676386,310.371758
8.582746,26.072611,0.018068,5,150.64,4898.827917,333719.718875,310.014296
10.111903,25.903955,0.018253,4,204.99,4861.689536,333536.391159,309.761806
9.867203,25.812796,0.304436,4,204.29,4084.61139,333565.264344,261.764456
8.956976,27.731812,0.018458,3,277.173333,4788.144175,335178.754889,310.985671
9.138417,26.499987,0.018647,4,203.18,4727.372253,334411.126963,310.145234
9.958598,27.32688,0.017956,3,280.96,4922.432892,333823.362196,310.176406
10.067922,26.649343,0.018501,2,418.54,4781.801763,334682.708968,310.532634
9.141582,27.340784,0.018398,3,257.906667,4801.543313,334631.116077,310.53479
9.462428,24.972644,0.01782,3,269.826667,4969.681918,333290.967901,309.847045
10.408595,26.822547,0.018631,3,272.373333,4732.641655,335389.696412,311.008191
8.397753,28.021759,0.01863,1,830.44,4747.393352,335600.62869,311.240684
9.183683,26.316128,0.018407,3,250.173333,4814.937382,333804.542583,309.846124
10.140279,27.250962,0.01807,1,755.24,4913.52051,334365.623924,310.602854
9.483344,26.407184,0.269851,1,895.04,4666.372863,335675.189525,300.577746
9.685216,26.460682,0.018722,3,261.506667,4712.937816,335263.271644,310.840053
10.186233,26.668132,0.018497,3,269.573333,4770.205362,335660.841278,311.364685
9.563616,25.769536,0.018183,1,799.24,4866.540064,333907.554208,310.084271
8.823523,25.999107,0.017693,3,272.693333,5005.00454,332775.81548,309.495655
9.948089,27.910077,0.017685,4,209.19,5022.702867,333562.071658,310.230242
10.087284,28.846166,0.018484,2,398.84,4786.798662,334559.699326,310.424869
8.094765,26.525212,0.01822,2,406.94,4848.004909,334199.94322,310.296584
9.721518,27.04671,0.019162,2,418.94,4582.623213,336068.881302,311.207479
9.873492,25.737632,0.018066,3,247.906667,4888.686801,333693.539199,309.966722
9.503146,27.930874,0.018557,2,412.24,4751.960428,336912.086999,312.411911
9.780061,26.089831,0.01796,5,151.8,4933.494427,332203.941953,308.813666
10.25162,26.406844,0.018583,3,255.813333,4736.584062,333743.637997,309.617725
9.592772,27.782312,0.018863,2,436.02,4681.916327,335852.003763,311.271877
9.693507,26.901009,0.017961,2,397.24,4924.198081,333492.880904,309.90386
10.066498,26.071742,0.018436,5,141.68,4809.017482,333343.436088,309.442283
10.248616,25.270182,0.018517,3,241.173333,4769.622813,334877.511151,310.658508
9.878101,25.671001,0.018474,4,186.59,4794.753428,334192.291974,310.119003
9.852547,25.215527,0.018217,2,385.8,4865.286946,333226.713886,309.477938
8.357245,27.082465,0.017983,3,277.693333,4908.606274,334456.813213,310.683915
9.733278,26.034606,0.017825,3,255.173333,4968.220455,332799.473611,309.399824
8.235598,25.215992,0.018202,4,196.69,4855.981179,333960.367128,310.112581
10.018233,27.899367,0.018565,2,424.92,4749.282522,335577.794096,311.21801
9.410309,27.556451,0.018257,2,406.24,4836.665624,334311.851716,310.37313
9.910035,26.906017,0.018543,3,272.373333,4764.591283,334722.542878,310.50617
10.382793,25.231693,0.017843,3,261.84,4955.047793,332854.734156,309.436411
10.150516,27.322729,0.018076,4,187.79,4921.360689,334159.054552,310.472596
10.351912,27.507779,0.018309,2,403.34,4834.873449,333864.678931,309.972988
8.932922,27.00033,0.018168,3,258.106667,4854.974192,333807.847182,309.980622
8.029961,26.766523,0.017728,5,156.12,5002.130965,332875.614744,309.567724
9.372672,24.716709,0.017821,3,262.306667,4959.782742,332524.971414,309.145493
10.093084,25.518836,0.018567,2,376.24,4751.317525,334307.513256,310.114447
8.630361,26.172163,0.018771,1,806.0,4683.840321,334916.005816,310.506783
9.998537,29.105066,0.018475,4,201.69,4785.485633,335753.515683,311.494932
9.793755,24.552674,0.018265,2,391.22,4836.914231,333800.607918,309.926958
9.323992,28.098357,0.018973,2,440.04,4637.464127,335810.821591,311.138784
8.926057,24.633645,0.017591,2,400.12,5058.448794,332102.618477,309.050202
9.292674,26.341315,0.017944,4,202.74,4953.233745,333557.089815,310.025422
9.404779,25.641991,0.017755,3,270.906667,4997.36817,333096.116726,309.765555
10.043793,26.041031,0.018158,4,202.84,4882.401031,333251.25127,309.562107
9.283185,24.987368,0.018324,3,248.906667,4820.338288,334231.262843,310.22768
10.017767,26.371091,0.017577,6,130.306667,5062.278246,332919.759803,309.772965
10.655503,27.156622,0.018319,2,454.02,4821.537298,334544.852492,310.537072
9.560569,26.802685,0.017469,2,444.72,5084.13767,332518.493778,309.484987
9.402986,26.021848,0.018052,1,879.56,4902.997713,334112.377379,310.374319
10.097306,25.466311,0.017903,2,380.44,4935.627033,333050.657155,309.543465
9.473701,25.850894,0.540396,3,259.293333,4113.602449,334207.598375,259.256812
9.820758,25.799509,0.01867,4,201.73,4723.226916,336528.720299,311.964931
9.683083,27.808687,0.018618,2,430.64,4735.460438,336001.080735,311.558058
8.35691,25.571991,0.018549,4,202.53,4752.236314,334303.023659,310.146971
10.212714,25.23131,0.018436,6,107.906667,4789.222881,334065.651951,309.996114
9.764994,25.511533,0.292431,3,264.693333,4720.104473,333484.276887,297.554738
8.774216,27.56362,0.018446,2,438.32,4773.91178,335077.592681,310.867071
10.35016,24.700677,0.018158,4,191.14,4891.779803,333690.697317,309.972886
9.780457,26.236314,0.018157,6,126.706667,4886.411537,333797.685647,310.055561
10.234944,27.727081,0.017986,2,410.6,4912.700474,332839.203867,309.308957
10.118735,26.658281,0.018344,5,153.424,4805.207476,332983.127767,309.121721
10.306386,29.829373,0.018554,2,443.74,4751.996129,335831.811902,311.464105
9.606151,26.777253,0.01801,3,284.693333,4930.046232,334267.530444,310.582462
9.557481,26.049954,0.018062,3,270.16,4903.720479,333321.497917,309.675556
9.942073,27.610592,0.018012,3,276.84,4931.52769,334382.585552,310.70027
9.843595,27.437555,0.018542,2,443.08,4760.095178,333641.014038,309.585583
10.174997,28.919304,0.018171,2,447.44,4878.767487,334224.358729,310.420643
9.243628,26.42139,0.018128,4,185.74,4887.175577,333448.870086,309.761547
9.764902,26.450037,0.017823,3,245.973333,4977.928019,333825.792274,310.34346
9.108866,26.451707,0.018669,3,265.84,4713.737561,334943.577125,310.610337
8.555958,25.12104,0.01809,4,188.44,4892.921115,333068.694629,309.43594
10.073654,26.520596,0.018042,2,394.62,4921.218641,333121.404151,309.555878
9.450584,26.556473,0.017865,3,264.506667,4947.493412,333104.028101,309.6321
9.755365,27.365393,0.018715,1,866.92,4700.351079,333884.345624,309.619025
9.976749,26.604872,0.019063,1,847.4,4605.675447,336136.83412,311.338287
9.915035,26.989235,0.017608,5,166.672,5040.612606,333190.532565,309.966876
7.944983,27.174754,0.017903,1,892.4,4944.398924,333971.642482,310.360725
9.863989,24.819501,0.018511,4,182.73,4778.513795,334015.459473,309.921515
9.21666,26.265751,0.018556,4,203.67,4745.707258,334961.11714,310.668375
9.259125,26.846608,0.018532,1,867.6,4769.193276,334491.257776,310.337119
8.574468,28.620102,0.018508,3,269.973333,4785.66596,334418.983738,310.317443
9.518466,24.593888,0.01777,5,156.712,4994.22102,333016.460129,309.655196
8.309417,28.066046,0.018014,3,282.573333,4912.191016,333741.865271,310.08066
10.516307,25.986831,0.019019,2,412.52,4641.819218,336145.18928,311.411999
9.794861,25.899085,0.018867,4,216.02,4660.904712,335125.811523,310.591337
9.947309,26.231832,0.018389,1,779.44,4790.420322,334620.287307,310.507967
9.925467,24.715578,0.018141,4,203.93,4858.893049,332571.330215,308.895527
10.660527,27.339456,0.018189,3,263.173333,4878.426928,334323.411353,310.492001
9.874587,26.784906,0.018374,2,416.22,4802.897046,334008.702243,310.003307
10.326834,26.410447,0.01851,3,278.546667,4755.689232,335079.78753,310.824044
10.32435,27.646833,0.018978,1,1001.52,4632.401126,335482.180264,310.823678
9.539294,25.32014,0.018289,4,196.84,4828.707108,334531.407521,310.561407
10.004587,26.082623,0.018704,2,410.74,4720.605094,335848.068773,311.386023
10.175591,25.926477,0.018223,5,152.92,4856.911872,334003.573544,310.159966
8.376706,28.071326,0.018872,2,408.64,4685.748695,336140.997131,311.519975
10.054112,27.358858,0.018158,5,170.44,4888.785689,334968.574324,311.080726
8.708783,25.053772,0.018416,1,807,4780.074529,333900.001084,309.852861
10.049442,25.09922,0.018552,5,151.6,4760.884319,333275.207217,309.248803
8.759066,25.021744,0.018405,4,188.64,4800.119241,334102.866379,310.086021
9.408654,26.419072,0.018153,1,871.96,4890.269951,333230.307769,309.567442
8.045938,28.297455,0.017752,5,159.36,4985.361625,333207.574067,309.824769
9.483324,26.366948,0.018419,2,354.44,4798.31334,333621.882195,309.648684
10.0568,25.578321,0.018745,3,276.106667,4693.669525,334854.850242,310.443966
10.700636,24.318227,0.018256,3,239.84,4815.9652,332620.39282,308.855062
10.188588,26.577152,0.018215,1,847.76,4850.748046,334578.398401,310.652243
9.62205,24.215609,0.018044,2,419.24,4887.569489,333931.923441,310.182436
8.273671,27.261141,0.018249,1,854.6,4855.478968,333667.61356,309.850203
8.936107,26.374403,0.018455,6,110.673333,4790.383212,334573.03323,310.454084
10.588792,25.05099,0.018221,3,267.106667,4854.265855,334546.595506,310.629918
10.500022,25.823461,0.018477,3,285.88,4787.181644,333819.228778,309.792062
10.56928,24.83946,0.018627,2,404.12,4738.313545,334432.769879,310.195961
10.169358,24.75191,0.018421,3,242.84,4793.330321,334425.410929,310.328275
9.790401,26.226559,0.018026,2,406.6,4901.397171,332958.54651,309.36536
8.84591,28.560956,0.0183,3,278.04,4849.453699,335587.544664,311.524947
10.024696,25.892037,0.018708,3,263.56,4704.438773,335244.797389,310.814651
9.744073,26.282098,0.019146,2,430.72,4595.313965,336372.633556,311.517653
9.809578,27.916785,0.018374,3,264.706667,4794.687575,334430.738848,310.353155
8.55117,26.82941,0.01796,5,157.52,4919.825734,333287.202728,309.717778
9.43477,27.966971,0.018319,2,414.02,4822.957802,335005.945765,310.94444
9.827323,26.38882,0.01826,2,422.04,4847.904124,334398.429132,310.484057
10.161237,25.103124,0.017766,2,425.82,4989.511493,333623.999963,310.194679
9.861056,27.158177,0.018991,4,185.14,4642.90666,335382.850127,310.759797
10.619369,28.476501,0.01861,3,267.226667,4734.11968,334970.055097,310.658139
10.114924,27.275241,0.018236,4,181.84,4848.437659,334372.633339,310.442731
10.033398,26.455606,0.018105,3,255.826667,4885.452641,332940.11514,309.30062
9.009642,25.339087,0.018759,3,259.04,4719.839899,334396.267535,310.104295
10.105312,26.73144,0.01869,3,276.226667,4707.879865,334439.233167,310.125325
8.867518,26.086757,0.018269,4,201.84,4847.918045,333996.123141,310.126621
10.328927,25.144889,0.018527,2,390.0,4791.700333,334310.830649,310.220761
9.038326,26.082121,0.018189,3,266.106667,4850.526177,333796.627898,309.946524
8.982078,26.172216,0.018155,2,382.34,4863.893,333700.072112,309.905417
8.727178,27.166904,0.018362,5,151.52,4812.009507,333896.425173,309.920969
8.595329,28.019753,0.018818,2,422.42,4679.665315,335384.748743,310.891205
10.399987,26.760636,0.018,3,266.893333,4911.531774,332813.486484,309.271156
10.039885,26.569153,0.018644,2,412.24,4751.311938,335559.467917,311.209562
9.997357,26.565616,0.018153,3,277.426667,4872.519486,333433.027311,309.706064
9.890823,27.299,0.018631,4,201.14,4737.46957,334050.244908,309.890223
10.004039,29.748926,0.018331,2,458.32,4828.498872,334999.749182,310.939811
7.224316,25.726525,0.018396,3,271.96,4792.921258,334052.017119,310.036955
8.973555,26.198707,0.018346,3,258.426667,4822.871302,332963.109355,309.156707
9.127905,26.719833,0.01821,3,284.173333,4867.363758,333924.410065,310.116284
9.714602,26.444916,0.017993,2,380.12,4911.205362,332715.510938,309.186106
9.693369,28.245777,0.018296,2,408.72,4845.426208,334924.703794,310.90842
9.057085,25.563338,0.017827,5,169.88,4961.930077,333341.9375,309.87735
9.304037,26.399451,0.018004,3,275.826667,4932.766222,334261.924857,310.580248
8.333397,26.890862,0.018529,3,277.506667,4776.330608,334522.754989,310.388838
8.876264,27.610967,0.018547,4,206.64,4762.213945,334820.307052,310.605912
9.291486,25.504541,0.017978,4,197.99,4930.941206,332653.41988,309.194513
7.673601,27.703039,0.017853,2,428.14,4969.899739,334576.724482,310.971046
7.606093,27.867396,0.350112,2,405.92,4187.342423,333552.154557,261.894382
9.947485,25.529406,0.018943,4,188.39,4645.147108,335557.198332,310.941152
10.53027,26.287802,0.018286,4,209.83,4844.47375,333927.568422,310.050022
8.046511,26.222132,0.017508,4,195.93,5065.391059,332098.134287,309.058517
9.14855,25.787363,0.017978,3,283.08,4924.20132,332935.874448,309.410184
9.258651,27.087267,0.018476,3,280.946667,4775.59495,333859.391088,309.830945
9.616829,25.840801,0.018332,1,843.96,4819.174391,333992.955643,310.027209
10.471018,26.476534,0.018496,4,206.93,4771.501215,334249.240011,310.141242
9.338405,25.111933,0.017876,3,251.76,4961.511088,333015.351438,309.566369
9.0232,25.86924,0.301215,4,194.98,4119.555705,333295.968029,259.571636
10.363203,26.2407,0.018007,3,256.64,4911.294675,333121.379917,309.541427
8.478171,25.036956,0.017982,3,281.013333,4921.74136,332899.422598,309.382956
9.363018,26.75538,0.017838,4,200.63,4970.913041,332915.047226,309.537033
10.20003,26.886722,0.018328,1,926.8,4820.61678,334937.340952,310.883617
8.926009,26.747245,0.018437,4,197.19,4806.102803,334573.990494,310.499689
10.116051,26.022167,0.017899,4,182.99,4941.175175,333467.93528,309.903739
9.256558,28.570803,0.018217,3,276.893333,4863.207862,333784.253313,309.981863
8.33758,25.228928,0.051897,5,158.96,4185.07347,333691.352319,260.069212
8.709415,26.245012,0.017789,1,899.2,4987.75763,333605.695008,310.161507
9.68645,27.416155,0.243496,5,156.4,4223.47942,335498.280171,285.685354
9.573301,25.856235,0.018348,3,248.373333,4816.160539,334067.76271,310.096366
10.726226,27.429521,0.01859,3,280.16,4742.511708,334858.811943,310.57916
8.711754,29.288329,0.01823,4,212.29,4861.818872,333897.949941,310.079229
10.006061,27.398973,0.017858,2,452.7,4973.666879,333713.58018,310.235785
9.103507,27.179582,0.018337,4,188.24,4836.427047,333706.258134,309.833755
8.426741,27.680566,0.01848,2,407.82,4774.122923,334365.394187,310.253259
9.989409,27.227129,0.018461,1,820.4,4772.307762,334927.381784,310.728046
9.904052,27.692464,0.018052,4,206.14,4917.471833,333843.185985,310.204533
9.782762,27.221151,0.018803,3,292.16,4677.309348,334724.877494,310.322364
9.825961,26.949995,0.026409,2,424.12,4649.988651,334762.968713,299.059421
9.905078,28.057662,0.018853,1,857.8,4655.26805,335073.985358,310.550688
9.602307,25.350579,0.018007,5,146.68,4919.867641,333685.626878,310.037416
8.867178,26.169249,0.049792,5,167.36,4249.845526,333936.592629,263.97308
8.801474,27.533556,0.018015,5,153.08,4937.046252,332988.153517,309.489617
9.299805,27.542025,0.018475,2,409.34,4779.007055,334407.788241,310.290922
9.813869,27.26718,0.018079,1,782.84,4916.469268,333452.799928,309.836606
9.306301,26.370978,0.049869,3,289.026667,4199.690727,334484.311707,265.001957
10.024919,26.04582,0.017998,4,197.14,4913.661223,334064.747624,310.371203
10.02276,25.600968,0.0185,2,444.2,4762.807714,334434.51385,310.286819
8.5632,26.568857,0.018586,3,275.773333,4743.437752,335080.501096,310.766245
8.696526,26.253722,0.018151,3,265.04,4879.756392,333076.534705,309.412884
8.101704,28.021722,0.017921,3,301.36,4941.782287,333854.71913,310.266393
10.220442,28.88361,0.017715,5,170.68,5020.970531,333589.226956,310.245413
9.939026,26.312164,0.017984,2,386.44,4937.461512,333838.817634,310.235595
10.17756,26.430844,0.018846,2,373.84,4684.303665,335001.487884,310.546753
9.567989,26.054787,0.018171,4,188.99,4889.105685,334390.908896,310.570511
9.413007,25.672234,0.655353,4,202.14,4545.688076,333426.641533,285.071365
10.660746,25.526023,0.018084,6,119.84,4901.367024,332436.8787,308.915485
10.043612,25.522561,0.018579,2,354.94,4773.993874,334256.854621,310.118619
9.263363,26.945073,0.018306,5,159.96,4843.102329,334420.049844,310.505673
8.063991,28.177062,0.018003,4,206.28,4939.410713,334591.202462,310.886917
8.641585,26.077824,0.018247,1,885.8,4849.196759,335143.33077,311.121859
10.273188,25.948352,0.018299,2,404.5,4817.742085,333213.816595,309.331838
9.209479,26.257956,0.018488,1,913.6,4752.307389,334363.214647,310.20625
9.854483,26.706739,0.018696,2,425.5,4723.967625,334629.259437,310.33343
9.550091,26.268243,0.018328,3,261.24,4813.135851,334762.423292,310.689205
9.925691,27.611068,0.018202,2,408.32,4853.823479,334487.496055,310.567127
9.973826,26.176066,0.01787,3,267.16,4960.809526,332987.257218,309.552125
10.169304,27.923562,0.018378,3,288.693333,4802.913035,333846.417617,309.878549
10.359718,26.324141,0.018613,1,817.24,4748.768974,336177.357252,311.723817
8.882061,24.867115,0.253587,3,268.693333,4050.277976,333667.175907,260.657585
7.920485,25.643191,0.018227,3,287.56,4847.118607,334487.94011,310.538215
9.597519,27.837143,0.018531,4,201.84,4762.723591,334031.017038,309.929222
9.517365,26.134578,0.01826,3,290.546667,4839.249344,334126.871914,310.223218
10.448469,26.128016,0.017775,8,93.485,4983.881661,332708.711931,309.378551
9.216361,26.108633,0.017881,3,263.706667,4954.805937,332708.089128,309.300714
10.184707,28.515282,0.01869,1,952.72,4703.440605,333993.853194,309.748445
9.645622,27.676481,0.018264,4,211.13,4843.944348,334593.581087,310.619851
10.059345,25.865489,0.018837,2,401.74,4683.809483,335567.706219,311.033874
9.845087,26.558175,0.017997,3,299.28,4926.127099,333846.393255,310.171561
9.217398,27.427975,0.018747,4,181.24,4703.761751,335508.050776,311.026523
9.492015,25.212994,0.050867,2,421.54,3977.534163,334596.33211,263.735178
10.115374,25.599779,0.041377,3,295.213333,4337.626051,333727.031179,276.741552
10.269365,27.578908,0.018427,3,285.44,4796.740573,334489.17182,310.425938
8.161749,26.223611,0.018202,4,205.27,4856.372718,334347.84946,310.434839
9.44713,26.472239,0.018194,1,869.36,4858.413519,333609.062176,309.803405
8.775805,25.080918,0.018654,2,409.28,4735.563364,333304.491161,309.185093
9.336596,25.279054,0.018626,3,276.626667,4732.747437,335534.567959,311.151485
9.269265,25.626455,0.017832,3,279.413333,4948.794105,332774.913335,309.356165
7.555506,27.223909,0.018244,1,798.84,4848.095359,334409.09023,310.491785
10.049753,25.073339,0.018473,4,192.09,4798.894413,334531.132039,310.416584
8.893853,25.580176,0.017624,3,275.373333,5024.416528,332563.561706,309.361258
8.658902,27.933238,0.018078,1,888.2,4924.599909,333587.613985,309.97495
10.239648,27.668572,0.018138,3,279.04,4869.349138,334680.595057,310.77527
9.079373,24.699189,0.017872,6,124.9,4951.738602,332832.782961,309.387943
9.487636,26.717118,0.018065,2,407.02,4887.40775,333493.668189,309.782682
8.438809,25.030391,0.01819,4,205.68,4860.00734,333560.975859,309.777016
9.344207,26.693235,0.018853,1,862.76,4674.227745,335291.488485,310.75596
10.01279,26.531122,0.018092,6,129.84,4903.295528,334132.351221,310.392087
9.529513,25.456834,0.018617,2,379.9,4734.166802,333892.089803,309.701308
8.44261,26.36446,0.017933,3,265.293333,4944.288736,333280.233865,309.761676
8.933831,25.698953,0.018646,4,196.54,4714.885305,334388.601662,310.108415
